,Mouse ID,Drug Regimen_x,Sex_x,Age_months_x,Weight (g)_x,Timepoint_x,Tumor Volume (mm3)_x,Metastatic Sites_x,Drug Regimen_y,Sex_y,Age_months_y,Weight (g)_y,Timepoint_y,Tumor Volume (mm3)_y,Metastatic Sites_y
234,r811,Ramicane,Male,9,19,45,37.22565033,1,Ramicane,Male,9.0,19.0,45.0,37.22565033,1.0
235,g288,Capomulin,Male,3,19,0,45.0,0,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
236,g288,Capomulin,Male,3,19,5,45.83939976,0,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
237,g288,Capomulin,Male,3,19,10,46.30400254,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
238,g288,Capomulin,Male,3,19,15,42.17230079,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
239,g288,Capomulin,Male,3,19,20,42.95712001,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
240,g288,Capomulin,Male,3,19,25,42.36869239,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
241,g288,Capomulin,Male,3,19,30,42.87446056,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
242,g288,Capomulin,Male,3,19,35,38.95411458,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
243,g288,Capomulin,Male,3,19,40,36.35685121,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
244,g288,Capomulin,Male,3,19,45,37.07402422,1,Capomulin,Male,3.0,19.0,45.0,37.07402422,1.0
245,i334,Ramicane,Female,8,20,0,45.0,0,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
246,i334,Ramicane,Female,8,20,5,41.02051821,0,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
247,i334,Ramicane,Female,8,20,10,41.63124731,0,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
248,i334,Ramicane,Female,8,20,15,39.15800115,0,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
249,i334,Ramicane,Female,8,20,20,39.687831700000004,0,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
250,i334,Ramicane,Female,8,20,25,38.24881732,1,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
251,i334,Ramicane,Female,8,20,30,39.00555435,1,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
252,i334,Ramicane,Female,8,20,35,39.7695521,2,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
253,i334,Ramicane,Female,8,20,40,40.44237037,2,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
254,i334,Ramicane,Female,8,20,45,36.37451039,2,Ramicane,Female,8.0,20.0,45.0,36.37451039,2.0
255,q610,Ramicane,Female,18,21,0,45.0,0,,,,,,,
256,q610,Ramicane,Female,18,21,5,45.62949421,0,,,,,,,
257,q610,Ramicane,Female,18,21,10,44.99148471,0,,,,,,,
258,q610,Ramicane,Female,18,21,15,45.88902756,0,,,,,,,
259,q610,Ramicane,Female,18,21,20,46.58543347,0,,,,,,,
260,q610,Ramicane,Female,18,21,25,40.14645019,0,,,,,,,
261,q610,Ramicane,Female,18,21,30,40.66834256,1,,,,,,,
262,q610,Ramicane,Female,18,21,35,36.56165229,2,,,,,,,
263,d251,Ramicane,Female,8,19,0,45.0,0,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
264,d251,Ramicane,Female,8,19,5,41.74635495,1,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
265,d251,Ramicane,Female,8,19,10,42.43225791,1,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
266,d251,Ramicane,Female,8,19,15,39.47278744,1,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
267,d251,Ramicane,Female,8,19,20,37.65209085,1,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
268,d251,Ramicane,Female,8,19,25,38.09751328,1,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
269,d251,Ramicane,Female,8,19,30,38.71825638,2,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
270,d251,Ramicane,Female,8,19,35,37.70852942,2,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
271,d251,Ramicane,Female,8,19,40,38.26540379,2,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
272,d251,Ramicane,Female,8,19,45,37.31123552,2,Ramicane,Female,8.0,19.0,45.0,37.31123552,2.0
273,l897,Capomulin,Male,17,19,0,45.0,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
274,l897,Capomulin,Male,17,19,5,45.46224327,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
275,l897,Capomulin,Male,17,19,10,46.15473721,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
276,l897,Capomulin,Male,17,19,15,44.0615214,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
277,l897,Capomulin,Male,17,19,20,44.81309343,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
278,l897,Capomulin,Male,17,19,25,45.35467916,0,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
279,l897,Capomulin,Male,17,19,30,39.35279201,1,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
280,l897,Capomulin,Male,17,19,35,37.68276664,1,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
281,l897,Capomulin,Male,17,19,40,38.34390154,1,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
282,l897,Capomulin,Male,17,19,45,38.84687569,1,Capomulin,Male,17.0,19.0,45.0,38.84687569,1.0
283,c458,Ramicane,Female,23,20,0,45.0,0,,,,,,,
284,c458,Ramicane,Female,23,20,5,45.72227949,0,,,,,,,
285,c458,Ramicane,Female,23,20,10,44.45437828,1,,,,,,,
286,c458,Ramicane,Female,23,20,15,45.10742313,2,,,,,,,
287,c458,Ramicane,Female,23,20,20,39.50513508,2,,,,,,,
288,c458,Ramicane,Female,23,20,25,37.75314964,2,,,,,,,
289,c458,Ramicane,Female,23,20,30,38.34200823,2,,,,,,,
290,b742,Capomulin,Male,7,21,0,45.0,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
291,b742,Capomulin,Male,7,21,5,41.53409702,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
292,b742,Capomulin,Male,7,21,10,41.99922813,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
293,b742,Capomulin,Male,7,21,15,39.52484301,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
294,b742,Capomulin,Male,7,21,20,37.95035546,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
295,b742,Capomulin,Male,7,21,25,38.61768433,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
296,b742,Capomulin,Male,7,21,30,39.1679495,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
297,b742,Capomulin,Male,7,21,35,39.84757556,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
298,b742,Capomulin,Male,7,21,40,38.255627399999995,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
299,b742,Capomulin,Male,7,21,45,38.93963263,0,Capomulin,Male,7.0,21.0,45.0,38.93963263,0.0
300,b128,Capomulin,Female,9,22,0,45.0,0,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
301,b128,Capomulin,Female,9,22,5,45.65133131,0,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
302,b128,Capomulin,Female,9,22,10,43.2708519,0,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
303,b128,Capomulin,Female,9,22,15,43.78489343,0,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
304,b128,Capomulin,Female,9,22,20,42.731552,0,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
305,b128,Capomulin,Female,9,22,25,43.26214483,1,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
306,b128,Capomulin,Female,9,22,30,40.60533486,1,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
307,b128,Capomulin,Female,9,22,35,37.96764437,1,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
308,b128,Capomulin,Female,9,22,40,38.3797259,2,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
309,b128,Capomulin,Female,9,22,45,38.98287774,2,Capomulin,Female,9.0,22.0,45.0,38.98287774,2.0
310,j246,Capomulin,Female,21,21,0,45.0,0,,,,,,,
311,j246,Capomulin,Female,21,21,5,45.64143788,0,,,,,,,
312,j246,Capomulin,Female,21,21,10,46.408361299999996,0,,,,,,,
313,j246,Capomulin,Female,21,21,15,43.31265415,0,,,,,,,
314,j246,Capomulin,Female,21,21,20,44.02037009,0,,,,,,,
315,j246,Capomulin,Female,21,21,25,44.55522595,0,,,,,,,
316,j246,Capomulin,Female,21,21,30,38.04408202,1,,,,,,,
317,j246,Capomulin,Female,21,21,35,38.75326548,1,,,,,,,
318,a411,Ramicane,Male,3,22,0,45.0,0,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
319,a411,Ramicane,Male,3,22,5,45.46667714,0,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
320,a411,Ramicane,Male,3,22,10,40.75978762,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
321,a411,Ramicane,Male,3,22,15,41.48416885,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
322,a411,Ramicane,Male,3,22,20,38.08737318,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
323,a411,Ramicane,Male,3,22,25,38.701438399999994,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
324,a411,Ramicane,Male,3,22,30,39.13073724,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
325,a411,Ramicane,Male,3,22,35,39.71723589,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
326,a411,Ramicane,Male,3,22,40,40.25881765,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
327,a411,Ramicane,Male,3,22,45,38.407618299999996,1,Ramicane,Male,3.0,22.0,45.0,38.407618299999996,1.0
328,j119,Capomulin,Female,7,23,0,45.0,0,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
329,j119,Capomulin,Female,7,23,5,45.83899787,0,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
330,j119,Capomulin,Female,7,23,10,46.42536551,0,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
331,j119,Capomulin,Female,7,23,15,47.32298428,0,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
332,j119,Capomulin,Female,7,23,20,48.15820939,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
333,j119,Capomulin,Female,7,23,25,42.41716589,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
334,j119,Capomulin,Female,7,23,30,43.01368114,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
335,j119,Capomulin,Female,7,23,35,43.76570537,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
336,j119,Capomulin,Female,7,23,40,44.5850896,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
337,j119,Capomulin,Female,7,23,45,38.125164399999996,1,Capomulin,Female,7.0,23.0,45.0,38.125164399999996,1.0
338,w150,Capomulin,Male,23,23,0,45.0,0,,,,,,,
339,w150,Capomulin,Male,23,23,5,39.20212894,0,,,,,,,
340,w150,Capomulin,Male,23,23,10,39.95234669,0,,,,,,,
341,v923,Capomulin,Female,19,21,0,45.0,0,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
342,v923,Capomulin,Female,19,21,5,45.70443431,0,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
343,v923,Capomulin,Female,19,21,10,39.84822328,0,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
344,v923,Capomulin,Female,19,21,15,40.45798877,0,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
345,v923,Capomulin,Female,19,21,20,39.64829568,0,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
346,v923,Capomulin,Female,19,21,25,40.15641269,1,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
347,v923,Capomulin,Female,19,21,30,40.75221626,2,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
348,v923,Capomulin,Female,19,21,35,41.43924156,2,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
349,v923,Capomulin,Female,19,21,40,42.1510148,2,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
350,v923,Capomulin,Female,19,21,45,40.65812366,2,Capomulin,Female,19.0,21.0,45.0,40.65812366,2.0
351,g316,Capomulin,Female,22,22,0,45.0,0,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
352,g316,Capomulin,Female,22,22,5,44.02275246,0,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
353,g316,Capomulin,Female,22,22,10,44.50204246,0,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
354,g316,Capomulin,Female,22,22,15,45.21674299,0,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
355,g316,Capomulin,Female,22,22,20,45.93332219,1,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
356,g316,Capomulin,Female,22,22,25,46.80922469,1,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
357,g316,Capomulin,Female,22,22,30,44.22147988,2,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
358,g316,Capomulin,Female,22,22,35,44.70283296,2,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
359,g316,Capomulin,Female,22,22,40,45.56582103,2,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
360,g316,Capomulin,Female,22,22,45,40.1592203,2,Capomulin,Female,22.0,22.0,45.0,40.1592203,2.0
361,s710,Capomulin,Female,1,23,0,45.0,0,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
362,s710,Capomulin,Female,1,23,5,43.180977399999996,0,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
363,s710,Capomulin,Female,1,23,10,43.68802627,0,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
364,s710,Capomulin,Female,1,23,15,41.84523536,0,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
365,s710,Capomulin,Female,1,23,20,42.62996266,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
366,s710,Capomulin,Female,1,23,25,43.06040875,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
367,s710,Capomulin,Female,1,23,30,43.57170323,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
368,s710,Capomulin,Female,1,23,35,44.16051879,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
369,s710,Capomulin,Female,1,23,40,40.17192011,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
370,s710,Capomulin,Female,1,23,45,40.72857787,1,Capomulin,Female,1.0,23.0,45.0,40.72857787,1.0
371,l509,Capomulin,Male,17,21,0,45.0,0,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
372,l509,Capomulin,Male,17,21,5,45.85119285,0,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
373,l509,Capomulin,Male,17,21,10,46.75907363,0,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
374,l509,Capomulin,Male,17,21,15,47.48859931,1,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
375,l509,Capomulin,Male,17,21,20,48.07045162,2,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
376,l509,Capomulin,Male,17,21,25,44.00625702,2,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
377,l509,Capomulin,Male,17,21,30,44.70805473,2,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
378,l509,Capomulin,Male,17,21,35,40.207288500000004,2,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
379,l509,Capomulin,Male,17,21,40,40.77081259,2,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
380,l509,Capomulin,Male,17,21,45,41.48300765,3,Capomulin,Male,17.0,21.0,45.0,41.48300765,3.0
381,r944,Capomulin,Male,12,25,0,45.0,0,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
382,r944,Capomulin,Male,12,25,5,45.73714484,0,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
383,r944,Capomulin,Male,12,25,10,46.54429202,0,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
384,r944,Capomulin,Male,12,25,15,47.37342325,0,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
385,r944,Capomulin,Male,12,25,20,43.22567119,1,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
386,r944,Capomulin,Male,12,25,25,41.08699106,1,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
387,r944,Capomulin,Male,12,25,30,41.68079111,1,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
388,r944,Capomulin,Male,12,25,35,40.40176542,2,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
389,r944,Capomulin,Male,12,25,40,41.04204489999999,2,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
390,r944,Capomulin,Male,12,25,45,41.58152074,2,Capomulin,Male,12.0,25.0,45.0,41.58152074,2.0
391,e662,Ramicane,Male,8,24,0,45.0,0,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
392,e662,Ramicane,Male,8,24,5,45.81628252,0,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
393,e662,Ramicane,Male,8,24,10,46.40908385,0,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
394,e662,Ramicane,Male,8,24,15,43.55377339,0,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
395,e662,Ramicane,Male,8,24,20,44.0012958,0,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
396,e662,Ramicane,Male,8,24,25,44.66459432,1,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
397,e662,Ramicane,Male,8,24,30,45.35023242,1,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
398,e662,Ramicane,Male,8,24,35,43.22027636,1,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
399,e662,Ramicane,Male,8,24,40,44.00672385,2,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
400,e662,Ramicane,Male,8,24,45,40.65900627,2,Ramicane,Male,8.0,24.0,45.0,40.65900627,2.0
401,u196,Ramicane,Male,18,25,0,45.0,0,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
402,u196,Ramicane,Male,18,25,5,45.55746444,1,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
403,u196,Ramicane,Male,18,25,10,46.42294306,1,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
404,u196,Ramicane,Male,18,25,15,47.22717065,1,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
405,u196,Ramicane,Male,18,25,20,46.10536303,1,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
406,u196,Ramicane,Male,18,25,25,46.70532539999999,1,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
407,u196,Ramicane,Male,18,25,30,47.62281636,2,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
408,u196,Ramicane,Male,18,25,35,47.00146542,2,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
409,u196,Ramicane,Male,18,25,40,43.45368679,2,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
410,u196,Ramicane,Male,18,25,45,40.66771292,3,Ramicane,Male,18.0,25.0,45.0,40.66771292,3.0
411,q597,Ramicane,Male,20,25,0,45.0,0,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
412,q597,Ramicane,Male,20,25,5,45.76611104,0,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
413,q597,Ramicane,Male,20,25,10,42.53798598,0,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
414,q597,Ramicane,Male,20,25,15,41.39566036,0,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
415,q597,Ramicane,Male,20,25,20,41.9255866,0,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
416,q597,Ramicane,Male,20,25,25,42.57570709,1,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
417,q597,Ramicane,Male,20,25,30,43.33916123,1,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
418,q597,Ramicane,Male,20,25,35,43.80720142,1,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
419,q597,Ramicane,Male,20,25,40,44.47182121,2,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
420,q597,Ramicane,Male,20,25,45,45.22086888,2,Ramicane,Male,20.0,25.0,45.0,45.22086888,2.0
421,a444,Ramicane,Female,10,25,0,45.0,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
422,a444,Ramicane,Female,10,25,5,44.00597487,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
423,a444,Ramicane,Female,10,25,10,44.51255951,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
424,a444,Ramicane,Female,10,25,15,43.00127957,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
425,a444,Ramicane,Female,10,25,20,41.71461874,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
426,a444,Ramicane,Female,10,25,25,42.29139437,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
427,a444,Ramicane,Female,10,25,30,42.78627835,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
428,a444,Ramicane,Female,10,25,35,41.73595083,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
429,a444,Ramicane,Female,10,25,40,42.50492554,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
430,a444,Ramicane,Female,10,25,45,43.04754260000001,0,Ramicane,Female,10.0,25.0,45.0,43.04754260000001,0.0
431,i557,Capomulin,Female,1,24,0,45.0,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
432,i557,Capomulin,Female,1,24,5,42.2616653,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
433,i557,Capomulin,Female,1,24,10,42.99207658,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
434,i557,Capomulin,Female,1,24,15,43.529875700000005,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
435,i557,Capomulin,Female,1,24,20,43.96789516,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
436,i557,Capomulin,Female,1,24,25,44.59621854,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
437,i557,Capomulin,Female,1,24,30,45.26138381,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
438,i557,Capomulin,Female,1,24,35,45.94194901,0,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
439,i557,Capomulin,Female,1,24,40,46.82106972,1,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
440,i557,Capomulin,Female,1,24,45,47.68596303,1,Capomulin,Female,1.0,24.0,45.0,47.68596303,1.0
441,r921,Ramicane,Female,5,25,0,45.0,0,,,,,,,
442,r921,Ramicane,Female,5,25,5,45.56821083,0,,,,,,,
443,r921,Ramicane,Female,5,25,10,42.71192694,0,,,,,,,
444,r921,Ramicane,Female,5,25,15,43.52726054,0,,,,,,,
445,r921,Ramicane,Female,5,25,20,44.13631588,0,,,,,,,
446,r921,Ramicane,Female,5,25,25,42.65534089,1,,,,,,,
447,r921,Ramicane,Female,5,25,30,43.41938077,1,,,,,,,
448,w678,Ramicane,Female,5,24,0,45.0,0,,,,,,,
449,w678,Ramicane,Female,5,24,5,43.16637266,0,,,,,,,
450,y449,Ramicane,Male,19,24,0,45.0,0,,,,,,,
451,y449,Ramicane,Male,19,24,5,45.87754494,0,,,,,,,
452,y449,Ramicane,Male,19,24,10,46.37809248,0,,,,,,,
453,y449,Ramicane,Male,19,24,15,44.18345092,0,,,,,,,
454,a203,Infubinol,Female,20,23,0,45.0,0,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
455,a203,Infubinol,Female,20,23,5,48.5084684,0,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
456,a203,Infubinol,Female,20,23,10,51.852437200000004,1,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
457,a203,Infubinol,Female,20,23,15,52.7778705,1,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
458,a203,Infubinol,Female,20,23,20,55.17333648,1,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
459,a203,Infubinol,Female,20,23,25,56.79320832,1,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
460,a203,Infubinol,Female,20,23,30,59.52319728,1,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
461,a203,Infubinol,Female,20,23,35,61.93165007,2,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
462,a203,Infubinol,Female,20,23,40,63.59349002,2,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
463,a203,Infubinol,Female,20,23,45,67.97341878,2,Infubinol,Female,20.0,23.0,45.0,67.97341878,2.0
464,a251,Infubinol,Female,21,25,0,45.0,0,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
465,a251,Infubinol,Female,21,25,5,46.98212719,0,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
466,a251,Infubinol,Female,21,25,10,48.59117901,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
467,a251,Infubinol,Female,21,25,15,50.53445603,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
468,a251,Infubinol,Female,21,25,20,54.46259376,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
469,a251,Infubinol,Female,21,25,25,57.41464570000001,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
470,a251,Infubinol,Female,21,25,30,59.86124129,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
471,a251,Infubinol,Female,21,25,35,60.90388455,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
472,a251,Infubinol,Female,21,25,40,63.09507565,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
473,a251,Infubinol,Female,21,25,45,65.52574285,1,Infubinol,Female,21.0,25.0,45.0,65.52574285,1.0
474,a262,Placebo,Female,17,29,0,45.0,0,,,,,,,
475,a262,Placebo,Female,17,29,5,48.71756819,1,,,,,,,
476,a262,Placebo,Female,17,29,10,49.59518129,1,,,,,,,
477,a262,Placebo,Female,17,29,15,53.82797367,2,,,,,,,
478,a262,Placebo,Female,17,29,20,57.01331331,2,,,,,,,
479,a262,Placebo,Female,17,29,25,60.13186217,2,,,,,,,
480,a262,Placebo,Female,17,29,30,64.95809178,3,,,,,,,
481,a262,Placebo,Female,17,29,35,66.56196302,4,,,,,,,
482,a262,Placebo,Female,17,29,40,69.59273198,4,,,,,,,
483,a262,Placebo,Female,17,29,45,70.71762058,4,,,,,,,
484,a275,Ceftamin,Female,20,28,0,45.0,0,Ceftamin,Female,20.0,28.0,45.0,62.99935619,3.0
485,a275,Ceftamin,Female,20,28,5,46.79525728,0,Ceftamin,Female,20.0,28.0,45.0,62.99935619,3.0
486,a275,Ceftamin,Female,20,28,10,47.37134328,0,Ceftamin,Female,20.0,28.0,45.0,62.99935619,3.0
487,a275,Ceftamin,Female,20,28,15,49.73440359,0,Ceftamin,Female,20.0,28.0,45.0,62.99935619,3.0
